Date,Open,High,Low,Close,Adj Close,Volume,Name
2020-01-02,206.750000,209.789993,206.270004,209.779999,209.779999,12077100,FB
2020-01-03,207.210007,210.399994,206.949997,208.669998,208.669998,11188400,FB
2020-01-06,206.699997,212.779999,206.520004,212.600006,212.600006,17058900,FB
2020-01-07,212.820007,214.580002,211.750000,213.059998,213.059998,14912400,FB
2020-01-08,213.000000,216.240005,212.610001,215.220001,215.220001,13475000,FB
2020-01-09,217.539993,218.380005,216.279999,218.300003,218.300003,12642800,FB
2020-01-10,219.199997,219.880005,217.419998,218.059998,218.059998,12119400,FB
2020-01-13,219.600006,221.970001,219.210007,221.910004,221.910004,14463400,FB
2020-01-14,221.610001,222.380005,218.630005,219.059998,219.059998,13288900,FB
2020-01-15,220.610001,221.679993,220.139999,221.149994,221.149994,10036500,FB
2020-01-16,222.570007,222.630005,220.389999,221.770004,221.770004,10015300,FB
2020-01-17,222.029999,222.289993,220.529999,222.139999,222.139999,15905900,FB
2020-01-21,222.160004,222.369995,219.119995,221.440002,221.440002,14275800,FB
2020-01-22,222.309998,222.750000,221.279999,221.320007,221.320007,12212800,FB
2020-01-23,220.750000,221.490005,219.270004,219.759995,219.759995,11195000,FB
2020-01-24,220.800003,221.779999,216.110001,217.940002,217.940002,11905800,FB
2020-01-27,213.100006,216.059998,212.500000,214.869995,214.869995,13810700,FB
2020-01-28,216.139999,218.740005,213.520004,217.789993,217.789993,13413800,FB
2020-01-29,221.440002,224.199997,218.449997,223.229996,223.229996,33181300,FB
2020-01-30,206.529999,211.429993,204.750000,209.529999,209.529999,48775500,FB
2020-01-31,208.429993,208.690002,201.059998,201.910004,201.910004,31359900,FB
2020-02-03,203.440002,205.139999,202.500000,204.190002,204.190002,15495600,FB
2020-02-04,206.619995,210.600006,205.199997,209.830002,209.830002,19628900,FB
2020-02-05,212.509995,212.729996,208.710007,210.110001,210.110001,12538200,FB
2020-02-06,210.470001,211.190002,209.339996,210.850006,210.850006,10567500,FB
2020-02-07,210.300003,212.820007,209.929993,212.330002,212.330002,12242500,FB
2020-02-10,211.520004,213.800003,210.660004,213.059998,213.059998,11856400,FB
2020-02-11,210.190002,210.860001,206.509995,207.190002,207.190002,25030800,FB
2020-02-12,207.850006,211.220001,207.399994,210.759995,210.759995,13813700,FB
2020-02-13,209.520004,214.330002,209.179993,213.139999,213.139999,15396600,FB
2020-02-14,214.000000,214.929993,212.649994,214.179993,214.179993,10741700,FB
2020-02-18,213.550003,217.979996,213.399994,217.800003,217.800003,15609200,FB
2020-02-19,217.990005,218.320007,216.110001,217.490005,217.490005,12135100,FB
2020-02-20,216.520004,218.770004,212.949997,214.580002,214.580002,13109200,FB
2020-02-21,213.479996,214.240005,208.830002,210.179993,210.179993,14092300,FB
2020-02-24,201.800003,203.649994,198.169998,200.720001,200.720001,23080100,FB
2020-02-25,202.250000,203.500000,195.949997,196.770004,196.770004,21433500,FB
2020-02-26,197.190002,201.210007,195.490005,197.199997,197.199997,16524500,FB
2020-02-27,191.820007,195.880005,189.500000,189.750000,189.750000,21641800,FB
2020-02-28,182.699997,192.740005,181.820007,192.470001,192.470001,32583500,FB
2020-03-02,194.029999,196.570007,188.850006,196.440002,196.440002,24949000,FB
2020-03-03,196.220001,197.240005,183.970001,185.889999,185.889999,27984100,FB
2020-03-04,189.169998,191.830002,186.389999,191.759995,191.759995,23062500,FB
2020-03-05,186.779999,188.990005,183.889999,185.169998,185.169998,19333400,FB
2020-03-06,178.330002,183.779999,176.259995,181.089996,181.089996,24559600,FB
2020-03-09,169.600006,175.000000,165.190002,169.500000,169.500000,29949000,FB
2020-03-10,174.669998,178.289993,169.500000,178.190002,178.190002,24517800,FB
2020-03-11,174.009995,175.880005,167.660004,170.240005,170.240005,20373900,FB
2020-03-12,159.539993,166.600006,154.339996,154.470001,154.470001,43266300,FB
2020-03-13,163.529999,170.789993,157.600006,170.279999,170.279999,35028600,FB
2020-03-16,152.320007,159.130005,143.100006,146.009995,146.009995,39120400,FB
2020-03-17,150.740005,153.940002,140.000000,149.419998,149.419998,34255600,FB
2020-03-18,139.750000,148.179993,137.100006,146.960007,146.960007,37553100,FB
2020-03-19,146.619995,159.929993,144.800003,153.130005,153.130005,39862300,FB
2020-03-20,156.020004,159.270004,148.000000,149.729996,149.729996,32568400,FB
2020-03-23,149.660004,152.309998,142.250000,148.100006,148.100006,29830800,FB
2020-03-24,155.210007,161.309998,152.570007,160.979996,160.979996,30440400,FB
2020-03-25,158.919998,162.990005,153.059998,156.210007,156.210007,35184300,FB
2020-03-26,158.250000,164.000000,157.020004,163.339996,163.339996,26556800,FB
2020-03-27,158.199997,160.089996,154.750000,156.789993,156.789993,24879900,FB
2020-03-30,159.179993,166.750000,158.059998,165.949997,165.949997,22515200,FB
2020-03-31,165.479996,170.929993,164.199997,166.800003,166.800003,23676300,FB
2020-04-01,161.619995,164.149994,158.039993,159.600006,159.600006,19507600,FB
2020-04-02,159.100006,161.350006,155.919998,158.190002,158.190002,20886300,FB
2020-04-03,157.149994,157.910004,150.830002,154.179993,154.179993,25983300,FB
2020-04-06,160.149994,166.199997,158.509995,165.550003,165.550003,28453600,FB
2020-04-07,171.789993,173.389999,166.009995,168.830002,168.830002,31411900,FB
2020-04-08,171.250000,175.000000,167.740005,174.279999,174.279999,21664200,FB
2020-04-09,175.899994,177.080002,171.570007,175.190002,175.190002,23534300,FB
2020-04-13,173.669998,175.000000,169.449997,174.789993,174.789993,19355400,FB
2020-04-14,178.979996,181.229996,176.619995,178.169998,178.169998,21011800,FB
2020-04-15,175.190002,178.190002,172.820007,176.970001,176.970001,17423000,FB
2020-04-16,177.949997,178.050003,172.509995,176.250000,176.250000,23593200,FB
2020-04-17,179.199997,180.279999,176.660004,179.240005,179.240005,20974800,FB
2020-04-20,177.410004,180.500000,176.770004,178.240005,178.240005,16110700,FB
2020-04-21,175.250000,175.380005,168.339996,170.800003,170.800003,24850500,FB
2020-04-22,178.449997,184.779999,178.139999,182.279999,182.279999,33369900,FB
2020-04-23,184.080002,187.050003,183.149994,185.130005,185.130005,21426600,FB
2020-04-24,183.229996,190.410004,180.830002,190.070007,190.070007,28868500,FB
2020-04-27,192.660004,193.750000,187.410004,187.500000,187.500000,29197800,FB
2020-04-28,188.660004,189.199997,182.559998,182.910004,182.910004,21731000,FB
2020-04-29,190.929993,196.910004,190.000000,194.190002,194.190002,45954500,FB
2020-04-30,206.919998,209.690002,201.570007,204.710007,204.710007,46173300,FB
2020-05-01,201.600006,207.279999,199.050003,202.270004,202.270004,30415600,FB
2020-05-04,200.199997,205.910004,198.759995,205.259995,205.259995,19250700,FB
2020-05-05,207.020004,210.380005,206.500000,207.070007,207.070007,21071200,FB
2020-05-06,208.119995,211.600006,206.660004,208.470001,208.470001,21857000,FB
2020-05-07,211.160004,211.600006,209.039993,211.259995,211.259995,15152000,FB
2020-05-08,212.240005,213.210007,210.850006,212.350006,212.350006,12524000,FB
2020-05-11,210.889999,215.000000,210.369995,213.179993,213.179993,12893100,FB
2020-05-12,213.289993,215.279999,210.000000,210.100006,210.100006,14704600,FB
2020-05-13,209.429993,210.779999,202.110001,205.100006,205.100006,20684600,FB
2020-05-14,202.559998,206.929993,200.690002,206.809998,206.809998,17178900,FB
2020-05-15,205.270004,211.339996,204.119995,210.880005,210.880005,19383200,FB
2020-05-18,212.149994,214.639999,210.940002,213.190002,213.190002,20167400,FB
2020-05-19,213.270004,220.490005,212.830002,216.880005,216.880005,31843200,FB
2020-05-20,223.500000,231.339996,223.190002,229.970001,229.970001,50162900,FB
2020-05-21,234.720001,237.199997,231.199997,231.389999,231.389999,47782600,FB
2020-05-22,231.509995,235.990005,228.740005,234.910004,234.910004,33925600,FB
2020-05-26,239.770004,240.899994,231.669998,232.199997,232.199997,33178300,FB
2020-05-27,229.070007,230.559998,221.130005,229.139999,229.139999,34697600,FB
2020-05-28,224.300003,231.630005,224.000000,225.460007,225.460007,29377200,FB
2020-05-29,225.199997,227.490005,222.880005,225.089996,225.089996,23322500,FB
2020-06-01,224.589996,232.440002,223.500000,231.910004,231.910004,18223800,FB
2020-06-02,230.940002,233.000000,226.559998,232.720001,232.720001,20919000,FB
2020-06-03,232.110001,232.649994,228.529999,230.160004,230.160004,15380300,FB
2020-06-04,229.559998,231.630005,224.610001,226.289993,226.289993,17041500,FB
2020-06-05,226.710007,231.350006,225.309998,230.770004,230.770004,16750400,FB
2020-06-08,229.029999,231.550003,227.410004,231.399994,231.399994,15466500,FB
2020-06-09,231.520004,239.770004,230.410004,238.669998,238.669998,27462900,FB
2020-06-10,240.960007,241.210007,235.279999,236.729996,236.729996,20720700,FB
2020-06-11,229.940002,232.889999,223.550003,224.429993,224.429993,26708200,FB
2020-06-12,229.899994,231.660004,224.500000,228.580002,228.580002,22071700,FB
2020-06-15,225.089996,233.770004,224.800003,232.500000,232.500000,15340300,FB
2020-06-16,237.139999,238.460007,233.000000,235.649994,235.649994,15236700,FB
2020-06-17,235.000000,237.589996,231.729996,235.529999,235.529999,19552800,FB
2020-06-18,234.990005,236.139999,232.149994,235.940002,235.940002,15782500,FB
2020-06-19,237.789993,240.830002,235.550003,238.789993,238.789993,30081300,FB
2020-06-22,238.559998,240.699997,236.910004,239.220001,239.220001,18917800,FB
2020-06-23,241.279999,245.190002,239.860001,242.240005,242.240005,24017900,FB
2020-06-24,241.199997,243.220001,232.679993,234.020004,234.020004,20834900,FB
2020-06-25,234.619995,237.300003,232.740005,235.679993,235.679993,18704300,FB
2020-06-26,232.639999,233.089996,215.399994,216.080002,216.080002,76343900,FB
2020-06-29,209.750000,220.750000,207.110001,220.639999,220.639999,58514300,FB
2020-06-30,220.589996,227.500000,218.470001,227.070007,227.070007,33927100,FB
2020-07-01,228.500000,239.000000,227.559998,237.550003,237.550003,43399700,FB
2020-07-02,239.000000,240.000000,232.610001,233.419998,233.419998,30633600,FB
2020-07-06,233.759995,240.399994,232.270004,240.279999,240.279999,26206200,FB
2020-07-07,239.410004,247.649994,238.820007,240.860001,240.860001,27887800,FB
2020-07-08,238.110001,246.990005,236.589996,243.580002,243.580002,29791300,FB
2020-07-09,245.000000,246.529999,239.240005,244.500000,244.500000,22174900,FB
2020-07-10,243.690002,245.490005,239.320007,245.070007,245.070007,22982700,FB
2020-07-13,247.009995,250.149994,238.419998,239.000000,239.000000,24674900,FB
2020-07-14,236.759995,240.330002,232.029999,239.729996,239.729996,23378100,FB
2020-07-15,241.550003,244.820007,238.050003,240.279999,240.279999,19133600,FB
2020-07-16,238.000000,241.759995,236.330002,240.929993,240.929993,18880700,FB
2020-07-17,241.000000,244.160004,237.860001,242.029999,242.029999,18152400,FB
2020-07-20,240.059998,246.050003,235.639999,245.419998,245.419998,20872200,FB
2020-07-21,246.220001,246.910004,240.080002,241.750000,241.750000,19409700,FB
2020-07-22,240.259995,241.899994,238.119995,239.869995,239.869995,15427900,FB
2020-07-23,239.630005,242.419998,231.750000,232.600006,232.600006,21771800,FB
2020-07-24,230.190002,233.490005,226.899994,230.710007,230.710007,18325800,FB
2020-07-27,231.460007,234.949997,230.830002,233.500000,233.500000,13163100,FB
2020-07-28,234.630005,234.960007,229.830002,230.119995,230.119995,14170100,FB
2020-07-29,231.139999,233.699997,230.309998,233.289993,233.289993,13588300,FB
2020-07-30,230.220001,234.889999,229.000000,234.500000,234.500000,20615300,FB
