Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-01-03,115.800003,116.330002,114.760002,116.150002,110.392334,28781900,AAPL
2017-01-04,115.849998,116.510002,115.750000,116.019997,110.268791,21118100,AAPL
2017-01-05,115.919998,116.860001,115.809998,116.610001,110.829552,22193600,AAPL
2017-01-06,116.779999,118.160004,116.470001,117.910004,112.065109,31751900,AAPL
2017-01-09,117.949997,119.430000,117.940002,118.989998,113.091560,33561900,AAPL
2017-01-10,118.769997,119.379997,118.300003,119.110001,113.205620,24462100,AAPL
2017-01-11,118.739998,119.930000,118.599998,119.750000,113.813881,27588600,AAPL
2017-01-12,118.900002,119.300003,118.209999,119.250000,113.338661,27086200,AAPL
2017-01-13,119.110001,119.620003,118.809998,119.040001,113.139084,26111900,AAPL
2017-01-17,118.339996,120.239998,118.220001,120.000000,114.051498,34439800,AAPL
2017-01-18,120.000000,120.500000,119.709999,119.989998,114.041977,23713000,AAPL
2017-01-19,119.400002,120.089996,119.370003,119.779999,113.842407,25597300,AAPL
2017-01-20,120.449997,120.449997,119.730003,120.000000,114.051498,32597900,AAPL
2017-01-23,120.000000,120.809998,119.769997,120.080002,114.127533,22050200,AAPL
2017-01-24,119.550003,120.099998,119.500000,119.970001,114.022987,23211000,AAPL
2017-01-25,120.419998,122.099998,120.279999,121.879997,115.838295,32377600,AAPL
2017-01-26,121.669998,122.440002,121.599998,121.940002,115.895340,26337600,AAPL
2017-01-27,122.139999,122.349998,121.599998,121.949997,115.904839,20562900,AAPL
2017-01-30,120.930000,121.629997,120.660004,121.629997,115.600677,30377500,AAPL
2017-01-31,121.150002,121.389999,120.620003,121.349998,115.334564,49201000,AAPL
2017-02-01,127.029999,130.490005,127.010002,128.750000,122.367752,111985000,AAPL
2017-02-02,127.980003,129.389999,127.779999,128.529999,122.158661,33710400,AAPL
2017-02-03,128.309998,129.190002,128.160004,129.080002,122.681389,24507300,AAPL
2017-02-06,129.130005,130.500000,128.899994,130.289993,123.831421,26845900,AAPL
2017-02-07,130.539993,132.089996,130.449997,131.529999,125.009926,38183800,AAPL
2017-02-08,131.350006,132.220001,131.220001,132.039993,125.494637,23004100,AAPL
2017-02-09,131.649994,132.449997,131.119995,132.419998,126.401474,28349900,AAPL
