Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-01-02,1027.199951,1060.790039,1025.280029,1054.680054,1054.680054,1593400,GOOGL
2019-01-03,1050.670044,1066.260010,1022.369995,1025.469971,1025.469971,2098000,GOOGL
2019-01-04,1042.560059,1080.000000,1036.859985,1078.069946,1078.069946,2301100,GOOGL
2019-01-07,1080.969971,1082.699951,1062.640015,1075.920044,1075.920044,2372300,GOOGL
2019-01-08,1086.000000,1093.349976,1068.349976,1085.369995,1085.369995,1770700,GOOGL
2019-01-09,1087.989990,1091.640015,1074.369995,1081.650024,1081.650024,1349900,GOOGL
2019-01-10,1074.939941,1079.810059,1064.680054,1078.829956,1078.829956,1329900,GOOGL
2019-01-11,1069.900024,1073.369995,1056.430054,1064.469971,1064.469971,1543200,GOOGL
2019-01-14,1053.339966,1058.449951,1048.550049,1051.510010,1051.510010,1424500,GOOGL
2019-01-15,1058.010010,1088.270020,1054.439941,1086.510010,1086.510010,1875900,GOOGL
2019-01-16,1090.000000,1102.359985,1088.010010,1089.510010,1089.510010,1914000,GOOGL
2019-01-17,1087.989990,1100.699951,1083.260010,1099.119995,1099.119995,1244800,GOOGL
2019-01-18,1108.589966,1118.000000,1099.280029,1107.300049,1107.300049,2244600,GOOGL
2019-01-22,1096.000000,1098.969971,1070.890015,1078.630005,1078.630005,1981600,GOOGL
2019-01-23,1086.859985,1092.949951,1067.569946,1084.410034,1084.410034,1259700,GOOGL
2019-01-24,1082.510010,1088.000000,1070.020020,1084.000000,1084.000000,1455700,GOOGL
2019-01-25,1094.229980,1103.359985,1091.800049,1101.510010,1101.510010,1163000,GOOGL
2019-01-28,1090.069946,1093.369995,1074.609985,1079.859985,1079.859985,1466700,GOOGL
2019-01-29,1081.040039,1084.729980,1066.020020,1070.060059,1070.060059,985200,GOOGL
2019-01-30,1077.359985,1099.520020,1076.640015,1097.989990,1097.989990,1472600,GOOGL
2019-01-31,1112.239990,1127.670044,1105.250000,1125.890015,1125.890015,2011600,GOOGL
2019-02-01,1122.290039,1134.400024,1114.250000,1118.619995,1118.619995,1655800,GOOGL
2019-02-04,1119.010010,1142.339966,1117.510010,1141.420044,1141.420044,3920400,GOOGL
2019-02-05,1129.630005,1152.770020,1123.599976,1151.869995,1151.869995,4114800,GOOGL
2019-02-06,1149.270020,1154.000000,1118.359985,1122.890015,1122.890015,2412800,GOOGL
2019-02-07,1111.819946,1111.989990,1093.589966,1105.910034,1105.910034,1914900,GOOGL
2019-02-08,1094.880005,1105.099976,1094.239990,1102.380005,1102.380005,1088300,GOOGL
2019-02-11,1103.750000,1113.430054,1100.000000,1102.119995,1102.119995,924900,GOOGL
2019-02-12,1111.010010,1132.859985,1111.010010,1127.579956,1127.579956,1751800,GOOGL
2019-02-13,1133.040039,1142.849976,1126.000000,1128.630005,1128.630005,1402100,GOOGL
2019-02-14,1125.000000,1136.130005,1117.089966,1129.199951,1129.199951,1055300,GOOGL
2019-02-15,1139.300049,1139.300049,1116.719971,1119.630005,1119.630005,1391300,GOOGL
2019-02-19,1116.640015,1129.640015,1116.640015,1126.510010,1126.510010,1099000,GOOGL
2019-02-20,1128.880005,1130.930054,1111.750000,1120.589966,1120.589966,1204500,GOOGL
2019-02-21,1118.780029,1119.150024,1097.979980,1104.209961,1104.209961,1663600,GOOGL
2019-02-22,1109.699951,1117.250000,1100.500000,1116.560059,1116.560059,1471800,GOOGL
2019-02-25,1121.930054,1125.400024,1114.109985,1117.329956,1117.329956,1310400,GOOGL
2019-02-26,1114.369995,1126.439941,1106.699951,1122.010010,1122.010010,1751300,GOOGL
2019-02-27,1114.010010,1125.729980,1108.560059,1122.890015,1122.890015,1104600,GOOGL
2019-02-28,1119.000000,1133.989990,1118.410034,1126.550049,1126.550049,1371100,GOOGL
2019-03-01,1131.000000,1150.000000,1131.000000,1148.520020,1148.520020,1704300,GOOGL
2019-03-04,1154.560059,1165.520020,1138.250000,1153.420044,1153.420044,1774500,GOOGL
2019-03-05,1156.000000,1176.489990,1153.020020,1169.189941,1169.189941,2004700,GOOGL
2019-03-06,1171.760010,1174.739990,1163.050049,1164.939941,1164.939941,1180100,GOOGL
2019-03-07,1160.500000,1163.579956,1141.709961,1150.849976,1150.849976,1504300,GOOGL
2019-03-08,1133.900024,1153.449951,1130.199951,1149.969971,1149.969971,1184700,GOOGL
2019-03-11,1152.000000,1179.910034,1151.569946,1179.260010,1179.260010,1501600,GOOGL
2019-03-12,1182.300049,1205.709961,1182.300049,1197.250000,1197.250000,2111000,GOOGL
2019-03-13,1205.930054,1207.119995,1197.910034,1199.060059,1199.060059,1294400,GOOGL
2019-03-14,1199.020020,1204.699951,1191.229980,1192.530029,1192.530029,1365100,GOOGL
2019-03-15,1198.000000,1201.719971,1187.010010,1190.300049,1190.300049,2594300,GOOGL
2019-03-18,1189.689941,1194.949951,1181.479980,1188.550049,1188.550049,1222100,GOOGL
2019-03-19,1191.719971,1203.410034,1189.459961,1202.459961,1202.459961,1489400,GOOGL
2019-03-20,1201.400024,1229.989990,1199.589966,1226.430054,1226.430054,2075400,GOOGL
2019-03-21,1220.000000,1236.439941,1216.579956,1236.130005,1236.130005,1407500,GOOGL
2019-03-22,1228.849976,1233.630005,1206.000000,1207.650024,1207.650024,1721100,GOOGL
2019-03-25,1199.560059,1209.439941,1190.000000,1197.380005,1197.380005,1378800,GOOGL
2019-03-26,1205.189941,1207.650024,1181.760010,1189.839966,1189.839966,1537600,GOOGL
2019-03-27,1191.920044,1191.920044,1164.229980,1178.010010,1178.010010,1471400,GOOGL
2019-03-28,1175.500000,1177.250000,1163.430054,1172.270020,1172.270020,1120100,GOOGL
2019-03-29,1180.180054,1183.969971,1166.380005,1176.890015,1176.890015,1544500,GOOGL
2019-04-01,1187.540039,1200.199951,1186.359985,1198.979980,1198.979980,1385300,GOOGL
2019-04-02,1200.050049,1205.810059,1191.239990,1205.540039,1205.540039,914400,GOOGL
2019-04-03,1212.699951,1220.599976,1205.079956,1210.810059,1210.810059,1109600,GOOGL
2019-04-04,1211.290039,1220.550049,1209.040039,1219.449951,1219.449951,1051100,GOOGL
2019-04-05,1219.300049,1220.390015,1210.030029,1211.449951,1211.449951,1000600,GOOGL
2019-04-08,1211.109985,1213.949951,1204.699951,1208.280029,1208.280029,1087500,GOOGL
2019-04-09,1201.890015,1207.150024,1198.380005,1202.689941,1202.689941,983400,GOOGL
2019-04-10,1205.089966,1208.939941,1200.660034,1206.449951,1206.449951,775500,GOOGL
2019-04-11,1208.900024,1212.739990,1204.540039,1209.589966,1209.589966,849900,GOOGL
2019-04-12,1215.619995,1223.050049,1213.290039,1222.729980,1222.729980,1215600,GOOGL
2019-04-15,1224.089966,1229.300049,1214.560059,1226.530029,1226.530029,1189800,GOOGL
2019-04-16,1230.000000,1235.979980,1225.040039,1231.910034,1231.910034,1131100,GOOGL
2019-04-17,1237.000000,1245.099976,1232.900024,1240.140015,1240.140015,1518300,GOOGL
2019-04-18,1245.000000,1245.939941,1239.410034,1241.469971,1241.469971,1237500,GOOGL
